c_acc_number,cqr_longitude,cqr_latitude,zone_name_from_coordinates,cqr_acc_id_org,isthecustomeravailable,trw_id
NEWACCOUNT-36.07009872794151,36.07009873,-0.286935486,Central Zone,-1,NO,41731
NEWACCOUNT-36.069960929453366,36.06996093,-0.298789354,Central Zone,-1,NO,41703
NEWACCOUNT-36.06996528804302,36.06996529,-0.298721294,Central Zone,-1,NO,41706
NEWACCOUNT-36.07007257640362,36.07007258,-0.298473863,Central Zone,-1,NO,41721
NEWACCOUNT-36.06994986534119,36.06994987,-0.298448383,Central Zone,-1,NO,41701
NEWACCOUNT-36.069998145103455,36.06999815,-0.298418208,Central Zone,-1,NO,41709
NEWACCOUNT-36.07002731412649,36.07002731,-0.298404127,Central Zone,-1,NO,41714
NEWACCOUNT-36.06996327638626,36.06996328,-0.295043699,Central Zone,-1,NO,41704
NEWACCOUNT-36.07011750340462,36.0701175,-0.312748377,Central Zone,-1,NO,41741
NEWACCOUNT-36.07017081230879,36.07017081,-0.312733289,Central Zone,-1,NO,41754
NEWACCOUNT-36.07012286782265,36.07012287,-0.312703786,Central Zone,-1,NO,41742
NEWACCOUNT-36.07013460248709,36.0701346,-0.312570683,Central Zone,-1,NO,41747
NEWACCOUNT-36.0701972991228,36.0701973,-0.312563642,Central Zone,-1,NO,41761
NEWACCOUNT-36.07019495218993,36.07019495,-0.312342363,Central Zone,-1,NO,41760
NEWACCOUNT-36.07010845094919,36.07010845,-0.311517261,Central Zone,-1,NO,41738
NEWACCOUNT-36.07010141015053,36.07010141,-0.311419697,Central Zone,-1,NO,41733
NEWACCOUNT-36.070152036845684,36.07015204,-0.311370077,Central Zone,-1,NO,41751
NEWACCOUNT-36.070149689912796,36.07014969,-0.308438465,Central Zone,-1,NO,41750
NEWACCOUNT-36.07015572488308,36.07015572,-0.290141356,Central Zone,-1,NO,41752
NEWACCOUNT-36.070107445120804,36.07010745,-0.308132363,Central Zone,-1,NO,41737
NEWACCOUNT-36.07017148286104,36.07017148,-0.306393981,Central Zone,-1,NO,41755
NEWACCOUNT-36.070174500346184,36.0701745,-0.306308487,Central Zone,-1,NO,41756
NEWACCOUNT-36.070128567516804,36.07012857,-0.301676712,Central Zone,-1,NO,41743
NEWACCOUNT-36.07013259083032,36.07013259,-0.300468394,Central Zone,-1,NO,41746
NEWACCOUNT-36.07012890279294,36.0701289,-0.298365571,Central Zone,-1,NO,41744
NEWACCOUNT-36.07011046260595,36.07011046,-0.298331708,Central Zone,-1,NO,41739
NEWACCOUNT-36.07010677456856,36.07010677,-0.292230434,Central Zone,-1,NO,41736
NEWACCOUNT-36.07023116201162,36.07023116,-0.312817778,Central Zone,-1,NO,41775
NEWACCOUNT-36.070226803421974,36.0702268,-0.312284026,Central Zone,-1,NO,41774
NEWACCOUNT-36.07021238654852,36.07021239,-0.312058053,Central Zone,-1,NO,41770
NEWACCOUNT-36.07020266354084,36.07020266,-0.311678526,Central Zone,-1,NO,41764
NEWACCOUNT-36.07021037489176,36.07021037,-0.311674168,Central Zone,-1,NO,41768
NEWACCOUNT-36.07021439820528,36.0702144,-0.30418756,Central Zone,-1,NO,41771
NEWACCOUNT-36.070236191153526,36.07023619,-0.303844913,Central Zone,-1,NO,41777
NEWACCOUNT-36.07021976262331,36.07021976,-0.303104969,Central Zone,-1,NO,41773
NEWACCOUNT-36.07025295495987,36.07025295,-0.299622168,Central Zone,-1,NO,41782
NEWACCOUNT-36.07025966048241,36.07025966,-0.298432625,Central Zone,-1,NO,41784
NEWACCOUNT-36.070238538086414,36.07023854,-0.293128963,Central Zone,-1,NO,41778
NEWACCOUNT-36.070205345749855,36.07020535,-0.273040468,Northern Zone,-1,NO,41765
NEWACCOUNT-36.07024122029543,36.07024122,-0.272183512,Northern Zone,-1,NO,41780
NEWACCOUNT-36.07032101601362,36.07032102,-0.312637402,Central Zone,-1,NO,41803
NEWACCOUNT-36.07030928134919,36.07030928,-0.312509328,Central Zone,-1,NO,41800
NEWACCOUNT-36.070316322147846,36.07031632,-0.310917126,Central Zone,-1,NO,41802
NEWACCOUNT-36.070273742079735,36.07027374,-0.310628457,Central Zone,-1,NO,41792
NEWACCOUNT-36.070338785648346,36.07033879,-0.307341458,Central Zone,-1,NO,41810
NEWACCOUNT-36.070322021842,36.07032202,-0.306822458,Central Zone,-1,NO,41804
NEWACCOUNT-36.07029587030411,36.07029587,-0.306419797,Central Zone,-1,NO,41796
NEWACCOUNT-36.07028715312481,36.07028715,-0.298452406,Central Zone,-1,NO,41794
NEWACCOUNT-36.070270389318466,36.07027039,-0.298396416,Central Zone,-1,NO,41789
NEWACCOUNT-36.07029017060995,36.07029017,-0.290835704,Central Zone,-1,NO,41795
NEWACCOUNT-36.0702995583415,36.07029956,-0.285390553,Central Zone,-1,NO,41797
NEWACCOUNT-36.07030592858791,36.07030593,-0.271346672,Northern Zone,-1,NO,41799
NEWACCOUNT-36.070314310491085,36.07031431,-0.290802176,Central Zone,-1,NO,41801
NEWACCOUNT-36.07033811509609,36.07033812,-0.28612044,Central Zone,-1,NO,41809
NEWACCOUNT-36.070405170321465,36.07040517,-0.312779892,Central Zone,-1,NO,41838
NEWACCOUNT-36.07034917920828,36.07034918,-0.312541179,Central Zone,-1,NO,41814
NEWACCOUNT-36.070371977984905,36.07037198,-0.308614148,Central Zone,-1,NO,41825
NEWACCOUNT-36.070352867245674,36.07035287,-0.308248367,Central Zone,-1,NO,41815
NEWACCOUNT-36.07035957276822,36.07035957,-0.304522161,Central Zone,-1,NO,41818
NEWACCOUNT-36.07040148228407,36.07040148,-0.304190242,Central Zone,-1,NO,41835
NEWACCOUNT-36.070347502827644,36.0703475,-0.303456668,Central Zone,-1,NO,41813
NEWACCOUNT-36.07036292552948,36.07036293,-0.303441246,Central Zone,-1,NO,41820
NEWACCOUNT-36.0703843832016,36.07038438,-0.301967728,Central Zone,-1,NO,41828
NEWACCOUNT-36.07035521417856,36.07035521,-0.292145611,Central Zone,-1,NO,41816
NEWACCOUNT-36.070363596081734,36.0703636,-0.285735213,Central Zone,-1,NO,41821
NEWACCOUNT-36.070367619395256,36.07036762,-0.285757676,Central Zone,-1,NO,41823
NEWACCOUNT-36.07039276510477,36.07039277,-0.313985862,OUTSIDE,-1,NO,41831
NEWACCOUNT-36.07040382921696,36.07040383,-0.289797367,Central Zone,-1,NO,41836
NEWACCOUNT-36.07040449976921,36.0704045,-0.286659222,Central Zone,-1,NO,41837
NEWACCOUNT-36.07047826051712,36.07047826,-0.312363485,Central Zone,-1,NO,41861
NEWACCOUNT-36.0704430565238,36.07044306,-0.312144218,Central Zone,-1,NO,41854
NEWACCOUNT-36.07041724026203,36.07041724,-0.308650022,Central Zone,-1,NO,41843
NEWACCOUNT-36.070467196404934,36.0704672,-0.308260436,Central Zone,-1,NO,41860
NEWACCOUNT-36.07043769210577,36.07043769,-0.30734481,Central Zone,-1,NO,41851
NEWACCOUNT-36.070440039038665,36.07044004,-0.307326371,Central Zone,-1,NO,41852
NEWACCOUNT-36.07048127800226,36.07048128,-0.303004723,Central Zone,-1,NO,41862
NEWACCOUNT-36.07046015560627,36.07046016,-0.299870605,Central Zone,-1,NO,41857
NEWACCOUNT-36.07048261910677,36.07048262,-0.299862893,Central Zone,-1,NO,41864
NEWACCOUNT-36.07041321694851,36.07041322,-0.280693056,Northern Zone,-1,NO,41840
NEWACCOUNT-36.070432998239994,36.070433,-0.289098325,Central Zone,-1,NO,41849
NEWACCOUNT-36.0704480856657,36.07044809,-0.314028442,OUTSIDE,-1,NO,41855
NEWACCOUNT-36.0704655200243,36.07046552,-0.303395314,,-1,NO,41859
NEWACCOUNT-36.07050072401762,36.07050072,-0.312374885,Central Zone,-1,NO,41872
NEWACCOUNT-36.07051145285368,36.07051145,-0.308599731,Central Zone,-1,NO,41878
NEWACCOUNT-36.07049569487572,36.07049569,-0.308284241,Central Zone,-1,NO,41869
NEWACCOUNT-36.07052654027939,36.07052654,-0.308185336,Central Zone,-1,NO,41887
NEWACCOUNT-36.07051346451044,36.07051346,-0.30787588,Central Zone,-1,NO,41880
NEWACCOUNT-36.070489659905434,36.07048966,-0.299904132,Central Zone,-1,NO,41867
NEWACCOUNT-36.07052419334649,36.07052419,-0.299734149,Central Zone,-1,NO,41885
NEWACCOUNT-36.070503406226635,36.07050341,-0.299291591,Central Zone,-1,NO,41874
NEWACCOUNT-36.070503406226635,36.07050341,-0.287283498,Central Zone,-1,NO,41875
NEWACCOUNT-36.07050910592079,36.07050911,-0.285995719,Central Zone,-1,NO,41877
NEWACCOUNT-36.07052084058523,36.07052084,-0.288194097,Central Zone,-1,NO,41883
NEWACCOUNT-36.070535592734814,36.07053559,-0.312621644,Central Zone,-1,NO,41894
NEWACCOUNT-36.07053257524967,36.07053258,-0.272159037,Northern Zone,-1,NO,41891
NEWACCOUNT-36.07057482004166,36.07057482,-0.312611251,Central Zone,-1,NO,41907
NEWACCOUNT-36.07057314366102,36.07057314,-0.312519051,Central Zone,-1,NO,41905
NEWACCOUNT-36.07056945562363,36.07056946,-0.312501952,Central Zone,-1,NO,41904
NEWACCOUNT-36.07053592801094,36.07053593,-0.312484183,Central Zone,-1,NO,41895
NEWACCOUNT-36.07054866850376,36.07054867,-0.312466414,Central Zone,-1,NO,41898
NEWACCOUNT-36.07058621942997,36.07058622,-0.311993346,Central Zone,-1,NO,41913
NEWACCOUNT-36.07053358107805,36.07053358,-0.290314356,Central Zone,-1,NO,41892
NEWACCOUNT-36.07053358107805,36.07053358,-0.275568421,Northern Zone,-1,NO,41893
NEWACCOUNT-36.07058420777321,36.07058421,-0.289743723,Central Zone,-1,NO,41912
NEWACCOUNT-36.070559062063694,36.07055906,-0.311891088,Central Zone,-1,NO,41899
NEWACCOUNT-36.07057549059391,36.07057549,-0.30015458,Central Zone,-1,NO,41908
NEWACCOUNT-36.07057448476552,36.07057448,-0.300137816,Central Zone,-1,NO,41906
NEWACCOUNT-36.07056878507137,36.07056879,-0.299750913,Central Zone,-1,NO,41902
NEWACCOUNT-36.07053257524967,36.07053258,-0.299724426,Central Zone,-1,NO,41890
NEWACCOUNT-36.0705640912056,36.07056409,-0.291277592,Central Zone,-1,NO,41901
NEWACCOUNT-36.07063081115484,36.07063081,-0.312602534,Central Zone,-1,NO,41934
NEWACCOUNT-36.07060868293047,36.07060868,-0.312520728,Central Zone,-1,NO,41926
NEWACCOUNT-36.070606000721455,36.070606,-0.312463061,Central Zone,-1,NO,41923
NEWACCOUNT-36.07060197740793,36.07060198,-0.311875666,Central Zone,-1,NO,41918
NEWACCOUNT-36.07060231268406,36.07060231,-0.308525636,Central Zone,-1,NO,41920
NEWACCOUNT-36.07061203569174,36.07061204,-0.303658167,Central Zone,-1,NO,41927
NEWACCOUNT-36.070590242743485,36.07059024,-0.299962134,Central Zone,-1,NO,41917
NEWACCOUNT-36.07063014060259,36.07063014,-0.29972845,Central Zone,-1,NO,41933
NEWACCOUNT-36.07063449919224,36.0706345,-0.2996852,Central Zone,-1,NO,41936
NEWACCOUNT-36.07062242925168,36.07062243,-0.299679835,Central Zone,-1,NO,41931
NEWACCOUNT-36.07063718140125,36.07063718,-0.298117805,Central Zone,-1,NO,41937
NEWACCOUNT-36.070588901638985,36.0705889,-0.284540638,Central Zone,-1,NO,41916
NEWACCOUNT-36.07060231268406,36.07060231,-0.290012947,Central Zone,-1,NO,41921
NEWACCOUNT-36.07067607343197,36.07067607,-0.311955125,Central Zone,-1,NO,41951
NEWACCOUNT-36.07070457190275,36.07070457,-0.310755525,Central Zone,-1,NO,41963
NEWACCOUNT-36.07072167098522,36.07072167,-0.309079839,Central Zone,-1,NO,41964
NEWACCOUNT-36.070699878036976,36.07069988,-0.308917903,Central Zone,-1,NO,41959
NEWACCOUNT-36.07065226882696,36.07065227,-0.308442489,Central Zone,-1,NO,41945
NEWACCOUNT-36.0706901550293,36.07069016,-0.308166896,Central Zone,-1,NO,41955
NEWACCOUNT-36.070727705955505,36.07072771,-0.306618948,Central Zone,-1,NO,41968
NEWACCOUNT-36.07065863907337,36.07065864,-0.30615158,Central Zone,-1,NO,41946
NEWACCOUNT-36.07072971761227,36.07072972,-0.289778256,Central Zone,-1,NO,41969
NEWACCOUNT-36.0706415399909,36.07064154,-0.304810494,Central Zone,-1,NO,41940
NEWACCOUNT-36.07070121914148,36.07070122,-0.302894418,Central Zone,-1,NO,41960
NEWACCOUNT-36.07067171484232,36.07067171,-0.300017789,Central Zone,-1,NO,41948
NEWACCOUNT-36.07067842036486,36.07067842,-0.299695258,Central Zone,-1,NO,41952
NEWACCOUNT-36.07064589858055,36.0706459,-0.299674471,Central Zone,-1,NO,41944
NEWACCOUNT-36.07067573815584,36.07067574,-0.299657707,Central Zone,-1,NO,41950
NEWACCOUNT-36.07068311423063,36.07068311,-0.29850672,Central Zone,-1,NO,41953
NEWACCOUNT-36.07072234153748,36.07072234,-0.298252584,Central Zone,-1,NO,41965
NEWACCOUNT-36.07069920748472,36.07069921,-0.298075561,Central Zone,-1,NO,41958
NEWACCOUNT-36.07068546116352,36.07068546,-0.298069191,Central Zone,-1,NO,41954
NEWACCOUNT-36.070723347365856,36.07072335,-0.294894839,Central Zone,-1,NO,41966
NEWACCOUNT-36.070644557476044,36.07064456,-0.29296535,Central Zone,-1,NO,41941
NEWACCOUNT-36.0706951841712,36.07069518,-0.291810003,Central Zone,-1,NO,41957
NEWACCOUNT-36.07074111700058,36.07074112,-0.309097273,Central Zone,-1,NO,41974
NEWACCOUNT-36.07077430933714,36.07077431,-0.308403932,Central Zone,-1,NO,41990
NEWACCOUNT-36.07074648141861,36.07074648,-0.306633365,Central Zone,-1,NO,41975
NEWACCOUNT-36.07076022773981,36.07076023,-0.306406721,Central Zone,-1,NO,41983
NEWACCOUNT-36.0707538574934,36.07075386,-0.300070762,Central Zone,-1,NO,41978
NEWACCOUNT-36.070781014859676,36.07078101,-0.299990967,Central Zone,-1,NO,41993
NEWACCOUNT-36.07076358050108,36.07076358,-0.299905473,Central Zone,-1,NO,41987
NEWACCOUNT-36.07077497988939,36.07077498,-0.298290805,Central Zone,-1,NO,41992
NEWACCOUNT-36.07073910534382,36.07073911,-0.292062128,Central Zone,-1,NO,41973
NEWACCOUNT-36.07075318694115,36.07075319,-0.284959393,Central Zone,-1,NO,41977
NEWACCOUNT-36.07075821608305,36.07075822,-0.284463191,Central Zone,-1,NO,41982
NEWACCOUNT-36.07073541730642,36.07073542,-0.291943442,Central Zone,-1,NO,41972
NEWACCOUNT-36.070794090628624,36.07079409,-0.311902488,Central Zone,-1,NO,41998
NEWACCOUNT-36.07086081057787,36.07086081,-0.309467413,Central Zone,-1,NO,42022
NEWACCOUNT-36.070829294621944,36.07082929,-0.307719644,Central Zone,-1,NO,42005
NEWACCOUNT-36.070842035114765,36.07084204,-0.306562622,Central Zone,-1,NO,42014
NEWACCOUNT-36.07079241424799,36.07079241,-0.304729694,Central Zone,-1,NO,41997
NEWACCOUNT-36.070842370390885,36.07084237,-0.304037023,Central Zone,-1,NO,42015
NEWACCOUNT-36.07083600014448,36.070836,-0.300042264,Central Zone,-1,NO,42009
NEWACCOUNT-36.07083331793547,36.07083332,-0.299957775,Central Zone,-1,NO,42008
NEWACCOUNT-36.07080616056919,36.07080616,-0.299946711,Central Zone,-1,NO,42001
NEWACCOUNT-36.07082962989807,36.07082963,-0.299942353,Central Zone,-1,NO,42006
NEWACCOUNT-36.07078805565834,36.07078806,-0.284934583,Central Zone,-1,NO,41996
NEWACCOUNT-36.07084471732378,36.07084472,-0.285616526,Central Zone,-1,NO,42016
NEWACCOUNT-36.07085410505533,36.07085411,-0.290641246,Central Zone,-1,NO,42020
NEWACCOUNT-36.07079442590475,36.07079443,-0.299639938,Central Zone,-1,NO,41999
NEWACCOUNT-36.07085008174181,36.07085008,-0.298921786,Central Zone,-1,NO,42019
NEWACCOUNT-36.07084739953279,36.0708474,-0.298776278,Central Zone,-1,NO,42017
NEWACCOUNT-36.07086282223463,36.07086282,-0.298774267,Central Zone,-1,NO,42024
NEWACCOUNT-36.07081722468137,36.07081722,-0.298721629,Central Zone,-1,NO,42002
NEWACCOUNT-36.07082225382328,36.07082225,-0.298103388,Central Zone,-1,NO,42004
NEWACCOUNT-36.07091076672077,36.07091077,-0.312483512,Central Zone,-1,NO,42049
NEWACCOUNT-36.070888973772526,36.07088897,-0.312434898,Central Zone,-1,NO,42038
NEWACCOUNT-36.070906072854996,36.07090607,-0.312398018,Central Zone,-1,NO,42045
NEWACCOUNT-36.070863492786884,36.07086349,-0.310244572,Central Zone,-1,NO,42025
NEWACCOUNT-36.07087455689907,36.07087456,-0.308332855,Central Zone,-1,NO,42030
NEWACCOUNT-36.07087891548872,36.07087892,-0.308071343,Central Zone,-1,NO,42033
NEWACCOUNT-36.07088126242161,36.07088126,-0.303509306,Central Zone,-1,NO,42035
NEWACCOUNT-36.070868857204914,36.07086886,-0.303251818,Central Zone,-1,NO,42027
NEWACCOUNT-36.0709074139595,36.07090741,-0.302847145,Central Zone,-1,NO,42046
NEWACCOUNT-36.07087455689907,36.07087456,-0.299880328,Central Zone,-1,NO,42031
NEWACCOUNT-36.07088327407837,36.07088327,-0.285589369,Central Zone,-1,NO,42036
NEWACCOUNT-36.07089098542929,36.07089099,-0.271357401,Northern Zone,-1,NO,42039
NEWACCOUNT-36.070905067026615,36.07090507,-0.285847193,Central Zone,-1,NO,42044
NEWACCOUNT-36.07091411948204,36.07091412,-0.285604792,Central Zone,-1,NO,42052
NEWACCOUNT-36.0708936676383,36.07089367,-0.299577577,Central Zone,-1,NO,42040
NEWACCOUNT-36.07089903205633,36.07089903,-0.298181171,Central Zone,-1,NO,42042
NEWACCOUNT-36.07089702039957,36.07089702,-0.298170443,Central Zone,-1,NO,42041
NEWACCOUNT-36.07091344892979,36.07091345,-0.291752672,Central Zone,-1,NO,42051
NEWACCOUNT-36.07094328850508,36.07094329,-0.309586769,Central Zone,-1,NO,42068
NEWACCOUNT-36.0709422826767,36.07094228,-0.309055364,Central Zone,-1,NO,42066
NEWACCOUNT-36.0709422826767,36.07094228,-0.308544411,Central Zone,-1,NO,42067
NEWACCOUNT-36.07097279280424,36.07097279,-0.308012671,Central Zone,-1,NO,42080
NEWACCOUNT-36.070952005684376,36.07095201,-0.307944611,Central Zone,-1,NO,42071
NEWACCOUNT-36.07093121856451,36.07093122,-0.306540495,Central Zone,-1,NO,42057
NEWACCOUNT-36.07093490660191,36.07093491,-0.306255849,Central Zone,-1,NO,42060
NEWACCOUNT-36.07096508145332,36.07096508,-0.303398331,Central Zone,-1,NO,42078
NEWACCOUNT-36.070938259363174,36.07093826,-0.302828705,Central Zone,-1,NO,42063
NEWACCOUNT-36.07092618942261,36.07092619,-0.299983926,Central Zone,-1,NO,42056
NEWACCOUNT-36.07093222439289,36.07093222,-0.299983256,Central Zone,-1,NO,42058
NEWACCOUNT-36.07094429433346,36.07094429,-0.290943326,Central Zone,-1,NO,42069
NEWACCOUNT-36.07096340507269,36.07096341,-0.28605238,Central Zone,-1,NO,42077
NEWACCOUNT-36.070959717035294,36.07095972,-0.298960007,Central Zone,-1,NO,42074
NEWACCOUNT-36.07092585414648,36.07092585,-0.298918098,Central Zone,-1,NO,42055
NEWACCOUNT-36.07096843421459,36.07096843,-0.29806215,Central Zone,-1,NO,42079
NEWACCOUNT-36.07099089771509,36.0709909,-0.312104321,Central Zone,-1,NO,42091
NEWACCOUNT-36.07101805508137,36.07101806,-0.311548441,Central Zone,-1,NO,42105
NEWACCOUNT-36.07097581028938,36.07097581,-0.309400694,Central Zone,-1,NO,42083
NEWACCOUNT-36.071019396185875,36.0710194,-0.309045977,Central Zone,-1,NO,42106
NEWACCOUNT-36.07098888605832,36.07098889,-0.304273725,Central Zone,-1,NO,42089
NEWACCOUNT-36.071013025939465,36.07101303,-0.298996887,Central Zone,-1,NO,42101
NEWACCOUNT-36.070996932685375,36.07099693,-0.298919104,Central Zone,-1,NO,42094
NEWACCOUNT-36.07101570814848,36.07101571,-0.298896641,Central Zone,-1,NO,42103
NEWACCOUNT-36.071015037596226,36.07101504,-0.298631776,Central Zone,-1,NO,42102
NEWACCOUNT-36.07097949832678,36.0709795,-0.297935752,Central Zone,-1,NO,42085
NEWACCOUNT-36.070974469184875,36.07097447,-0.289184825,Central Zone,-1,NO,42081
NEWACCOUNT-36.070974804461,36.0709748,-0.289318599,Central Zone,-1,NO,42082
NEWACCOUNT-36.07097581028938,36.07097581,-0.290613083,Central Zone,-1,NO,42084
NEWACCOUNT-36.07098922133446,36.07098922,-0.290667732,Central Zone,-1,NO,42090
NEWACCOUNT-36.07099290937185,36.07099291,-0.28522057,Central Zone,-1,NO,42092
NEWACCOUNT-36.07099659740925,36.0709966,-0.290012611,Central Zone,-1,NO,42093
NEWACCOUNT-36.07107236981392,36.07107237,-0.312389637,Central Zone,-1,NO,42132
NEWACCOUNT-36.07102777808905,36.07102778,-0.312333646,Central Zone,-1,NO,42110
NEWACCOUNT-36.071052588522434,36.07105259,-0.312263575,Central Zone,-1,NO,42122
NEWACCOUNT-36.07109282165766,36.07109282,-0.309836882,Central Zone,-1,NO,42139
NEWACCOUNT-36.071035489439964,36.07103549,-0.309833864,Central Zone,-1,NO,42112
NEWACCOUNT-36.07104957103729,36.07104957,-0.309756752,Central Zone,-1,NO,42119
NEWACCOUNT-36.07106264680624,36.07106265,-0.309064752,Central Zone,-1,NO,42127
NEWACCOUNT-36.07108477503061,36.07108478,-0.307898679,Central Zone,-1,NO,42137
NEWACCOUNT-36.07107035815716,36.07107036,-0.298973083,Central Zone,-1,NO,42131
NEWACCOUNT-36.07104353606701,36.07104354,-0.29896336,Central Zone,-1,NO,42116
NEWACCOUNT-36.071037501096725,36.0710375,-0.289236122,Central Zone,-1,NO,42113
NEWACCOUNT-36.071044877171516,36.07104488,-0.286059085,Central Zone,-1,NO,42117
NEWACCOUNT-36.07104521244764,36.07104521,-0.285812996,Central Zone,-1,NO,42118
NEWACCOUNT-36.071050241589546,36.07105024,-0.286440625,Central Zone,-1,NO,42121
NEWACCOUNT-36.07105325907469,36.07105326,-0.288602793,Central Zone,-1,NO,42124
NEWACCOUNT-36.07105426490307,36.07105426,-0.285591046,Central Zone,-1,NO,42125
NEWACCOUNT-36.071058958768845,36.07105896,-0.286000748,Central Zone,-1,NO,42126
NEWACCOUNT-36.07106935232878,36.07106935,-0.289239139,Central Zone,-1,NO,42129
NEWACCOUNT-36.07107672840357,36.07107673,-0.28605305,Central Zone,-1,NO,42133
NEWACCOUNT-36.071084439754486,36.07108444,-0.290562792,Central Zone,-1,NO,42136
NEWACCOUNT-36.07108645141125,36.07108645,-0.285844511,Central Zone,-1,NO,42138
NEWACCOUNT-36.071064323186874,36.07106432,-0.298667986,Central Zone,-1,NO,42128
NEWACCOUNT-36.07109550386667,36.0710955,-0.297924018,Central Zone,-1,NO,42141
NEWACCOUNT-36.07119005173445,36.07119005,-0.311986641,Central Zone,-1,NO,42173
NEWACCOUNT-36.0711320489645,36.07113205,-0.31063181,Central Zone,-1,NO,42148
NEWACCOUNT-36.07117060571909,36.07117061,-0.310108451,Central Zone,-1,NO,42164
NEWACCOUNT-36.07110623270273,36.07110623,-0.309799331,Central Zone,-1,NO,42145
NEWACCOUNT-36.07115652412176,36.07115652,-0.309548548,Central Zone,-1,NO,42159
NEWACCOUNT-36.0711494833231,36.07114948,-0.308984958,Central Zone,-1,NO,42157
NEWACCOUNT-36.07120178639889,36.07120179,-0.307127219,Central Zone,-1,NO,42175
NEWACCOUNT-36.07110623270273,36.07110623,-0.306433543,Central Zone,-1,NO,42146
NEWACCOUNT-36.07114143669605,36.07114144,-0.284802486,Central Zone,-1,NO,42152
NEWACCOUNT-36.071143448352814,36.07114345,-0.273626189,Northern Zone,-1,NO,42153
NEWACCOUNT-36.07115786522627,36.07115787,-0.286966666,Central Zone,-1,NO,42160
NEWACCOUNT-36.071179993450635,36.07117999,-0.286035616,Central Zone,-1,NO,42168
NEWACCOUNT-36.07118133455515,36.07118133,-0.289206953,Central Zone,-1,NO,42169
NEWACCOUNT-36.071189381182194,36.07118938,-0.27487776,Northern Zone,-1,NO,42172
NEWACCOUNT-36.071150824427605,36.07115082,-0.306128446,Central Zone,-1,NO,42158
NEWACCOUNT-36.07114378362894,36.07114378,-0.305920913,Central Zone,-1,NO,42154
NEWACCOUNT-36.07113908976316,36.07113909,-0.305059601,Central Zone,-1,NO,42150
NEWACCOUNT-36.07114881277084,36.07114881,-0.304551665,Central Zone,-1,NO,42156
NEWACCOUNT-36.07110522687435,36.07110523,-0.303099269,Central Zone,-1,NO,42144
NEWACCOUNT-36.071186028420925,36.07118603,-0.298969059,Central Zone,-1,NO,42171
NEWACCOUNT-36.07119776308537,36.07119776,-0.298916422,Central Zone,-1,NO,42174
NEWACCOUNT-36.071116626262665,36.07111663,-0.298906028,Central Zone,-1,NO,42147
NEWACCOUNT-36.071141101419926,36.0711411,-0.297833495,Central Zone,-1,NO,42151
NEWACCOUNT-36.071100533008575,36.07110053,-0.29691485,Central Zone,-1,NO,42143
NEWACCOUNT-36.071178652346134,36.07117865,-0.291736914,Central Zone,-1,NO,42166
NEWACCOUNT-36.071307733654976,36.07130773,-0.312306154,Central Zone,-1,NO,42197
NEWACCOUNT-36.07130102813244,36.07130103,-0.311841468,Central Zone,-1,NO,42196
NEWACCOUNT-36.07123699039221,36.07123699,-0.309504628,Central Zone,-1,NO,42185
NEWACCOUNT-36.0712493956089,36.0712494,-0.309214283,Central Zone,-1,NO,42189
NEWACCOUNT-36.07121117413044,36.07121117,-0.308933661,Central Zone,-1,NO,42177
NEWACCOUNT-36.071315445005894,36.07131545,-0.308620182,Central Zone,-1,NO,42200
NEWACCOUNT-36.07121117413044,36.07121117,-0.308206458,Central Zone,-1,NO,42178
NEWACCOUNT-36.071321479976184,36.07132148,-0.307700533,Central Zone,-1,NO,42205
NEWACCOUNT-36.071224585175514,36.07122459,-0.307431981,Central Zone,-1,NO,42181
NEWACCOUNT-36.07124235481024,36.07124235,-0.284775329,Central Zone,-1,NO,42187
NEWACCOUNT-36.0712631419301,36.07126314,-0.287298921,Central Zone,-1,NO,42194
NEWACCOUNT-36.07126783579588,36.07126784,-0.284221124,Central Zone,-1,NO,42195
NEWACCOUNT-36.07132147997618,36.07132148,-0.274820764,Northern Zone,-1,NO,42203
NEWACCOUNT-36.07132416218519,36.07132416,-0.285753317,Central Zone,-1,NO,42206
NEWACCOUNT-36.071236319839954,36.07123632,-0.307215731,Central Zone,-1,NO,42184
NEWACCOUNT-36.07121452689171,36.07121453,-0.306660522,Central Zone,-1,NO,42180
NEWACCOUNT-36.07131041586399,36.07131042,-0.306109,Central Zone,-1,NO,42198
NEWACCOUNT-36.07121251523495,36.07121252,-0.299243312,Central Zone,-1,NO,42179
NEWACCOUNT-36.071314439177506,36.07131444,-0.298709559,Central Zone,-1,NO,42199
NEWACCOUNT-36.07125140726566,36.07125141,-0.297892838,Central Zone,-1,NO,42190
NEWACCOUNT-36.071258783340454,36.07125878,-0.297866351,Central Zone,-1,NO,42193
NEWACCOUNT-36.07132986187935,36.07132986,-0.312308501,Central Zone,-1,NO,42211
NEWACCOUNT-36.07133321464062,36.07133321,-0.287524224,Central Zone,-1,NO,42215
NEWACCOUNT-36.07133187353611,36.07133187,-0.309459702,Central Zone,-1,NO,42214
NEWACCOUNT-36.07136573642492,36.07136574,-0.308879682,Central Zone,-1,NO,42237
NEWACCOUNT-36.071350648999214,36.07135065,-0.30862387,Central Zone,-1,NO,42224
NEWACCOUNT-36.07133388519287,36.07133389,-0.307185892,Central Zone,-1,NO,42216
NEWACCOUNT-36.07132852077484,36.07132852,-0.307142642,Central Zone,-1,NO,42210
