c_acc_number,cqr_longitude,cqr_latitude,zone_name_from_coordinates,cqr_acc_id_org,isthecustomeravailable,trw_id
NEWACCOUNT-36.091918498277664,36.0919185,-0.290536641,Southern Zone,-1,NO,50291
NEWACCOUNT-36.091923862695694,36.09192386,-0.285024436,Southern Zone,-1,NO,50292
NEWACCOUNT-36.091932244598866,36.09193224,-0.29416864,Southern Zone,-1,NO,50293
NEWACCOUNT-36.09193526208401,36.09193526,-0.296232237,Southern Zone,-1,NO,50294
NEWACCOUNT-36.09193526208401,36.09193526,-0.28268189,Northern Zone,-1,NO,50295
NEWACCOUNT-36.091938614845276,36.09193861,-0.253614104,Northern Zone,-1,NO,50297
NEWACCOUNT-36.09194129705429,36.0919413,-0.296231232,Southern Zone,-1,NO,50299
NEWACCOUNT-36.09194263815879,36.09194264,-0.290568492,Southern Zone,-1,NO,50301
NEWACCOUNT-36.09194632619619,36.09194633,-0.288248076,Southern Zone,-1,NO,50302
NEWACCOUNT-36.09195303171873,36.09195303,-0.297033201,Southern Zone,-1,NO,50304
NEWACCOUNT-36.091957055032246,36.09195706,-0.290644934,Southern Zone,-1,NO,50305
NEWACCOUNT-36.09195739030838,36.09195739,-0.295850698,Southern Zone,-1,NO,50306
NEWACCOUNT-36.09195940196514,36.0919594,-0.290042115,Southern Zone,-1,NO,50308
NEWACCOUNT-36.09195973724127,36.09195974,-0.291943106,Southern Zone,-1,NO,50309
NEWACCOUNT-36.09196040779352,36.09196041,-0.295824547,Southern Zone,-1,NO,50310
NEWACCOUNT-36.09196275472641,36.09196275,-0.295805437,Southern Zone,-1,NO,50311
NEWACCOUNT-36.091964431107044,36.09196443,-0.292220041,Southern Zone,-1,NO,50312
NEWACCOUNT-36.09197281301021,36.09197281,-0.291847219,Southern Zone,-1,NO,50314
NEWACCOUNT-36.09197348356247,36.09197348,-0.295434291,Southern Zone,-1,NO,50315
NEWACCOUNT-36.09197448939085,36.09197449,-0.284543656,Southern Zone,-1,NO,50316
NEWACCOUNT-36.09197951853275,36.09197952,-0.297600146,Southern Zone,-1,NO,50317
NEWACCOUNT-36.09198018908501,36.09198019,-0.291799275,Southern Zone,-1,NO,50318
NEWACCOUNT-36.09198555350304,36.09198555,-0.25385483,Northern Zone,-1,NO,50319
NEWACCOUNT-36.091986894607544,36.09198689,-0.288700357,Southern Zone,-1,NO,50320
NEWACCOUNT-36.091999635100365,36.09199964,-0.289856039,Southern Zone,-1,NO,50323
NEWACCOUNT-36.09200231730938,36.09200232,-0.296232908,Southern Zone,-1,NO,50324
NEWACCOUNT-36.092024110257626,36.09202411,-0.289370566,Southern Zone,-1,NO,50327
NEWACCOUNT-36.092025116086006,36.09202512,-0.288681582,Southern Zone,-1,NO,50328
NEWACCOUNT-36.09204087406397,36.09204087,-0.29481672,Southern Zone,-1,NO,50330
NEWACCOUNT-36.092046238482,36.09204624,-0.291105262,Southern Zone,-1,NO,50332
NEWACCOUNT-36.09204858541489,36.09204859,-0.292655894,Southern Zone,-1,NO,50333
NEWACCOUNT-36.092053949832916,36.09205395,-0.293462558,Southern Zone,-1,NO,50335
NEWACCOUNT-36.0920549556613,36.09205496,-0.288303731,Southern Zone,-1,NO,50336
NEWACCOUNT-36.09205864369869,36.09205864,-0.293837392,Southern Zone,-1,NO,50338
NEWACCOUNT-36.09206669032574,36.09206669,-0.296297951,Southern Zone,-1,NO,50340
NEWACCOUNT-36.09207808971405,36.09207809,-0.293841415,Southern Zone,-1,NO,50341
NEWACCOUNT-36.092079766094685,36.09207977,-0.297333605,Southern Zone,-1,NO,50342
NEWACCOUNT-36.09208781272173,36.09208781,-0.29545139,Southern Zone,-1,NO,50345
NEWACCOUNT-36.09209015965462,36.09209016,-0.29268808,Southern Zone,-1,NO,50346
NEWACCOUNT-36.092091165483,36.09209117,-0.292610632,Southern Zone,-1,NO,50348
NEWACCOUNT-36.092093512415886,36.09209351,-0.293185624,Southern Zone,-1,NO,50350
NEWACCOUNT-36.09209485352039,36.09209485,-0.293865555,Southern Zone,-1,NO,50352
NEWACCOUNT-36.0920998826623,36.09209988,-0.287918168,Southern Zone,-1,NO,50354
NEWACCOUNT-36.09210792928934,36.09210793,-0.287863854,Southern Zone,-1,NO,50356
NEWACCOUNT-36.09211429953576,36.0921143,-0.293833368,Southern Zone,-1,NO,50358
NEWACCOUNT-36.09213139861822,36.0921314,-0.296088071,Southern Zone,-1,NO,50362
NEWACCOUNT-36.09214212745428,36.09214213,-0.2993221,Southern Zone,-1,NO,50363
NEWACCOUNT-36.092153526842594,36.09215353,-0.295873161,Southern Zone,-1,NO,50365
NEWACCOUNT-36.0921548679471,36.09215487,-0.299456209,Southern Zone,-1,NO,50366
NEWACCOUNT-36.0921709612012,36.09217096,-0.290802512,Southern Zone,-1,NO,50369
NEWACCOUNT-36.09218269586563,36.0921827,-0.299282874,Southern Zone,-1,NO,50371
NEWACCOUNT-36.09219141304493,36.09219141,-0.295887913,Southern Zone,-1,NO,50373
NEWACCOUNT-36.092194095253944,36.0921941,-0.254796611,Northern Zone,-1,NO,50374
NEWACCOUNT-36.092197112739086,36.09219711,-0.288682253,Southern Zone,-1,NO,50375
NEWACCOUNT-36.09220415353775,36.09220415,-0.288438845,Southern Zone,-1,NO,50376
NEWACCOUNT-36.09220448881388,36.09220449,-0.29326173,Southern Zone,-1,NO,50377
NEWACCOUNT-36.092207841575146,36.09220784,-0.288611846,Southern Zone,-1,NO,50379
NEWACCOUNT-36.09220985323191,36.09220985,-0.28737838,Southern Zone,-1,NO,50380
NEWACCOUNT-36.092213205993176,36.09221321,-0.293816605,Southern Zone,-1,NO,50381
NEWACCOUNT-36.09222158789635,36.09222159,-0.299381443,Southern Zone,-1,NO,50383
NEWACCOUNT-36.09222494065761,36.09222494,-0.289974055,Southern Zone,-1,NO,50385
NEWACCOUNT-36.09223533421755,36.09223533,-0.291429135,Southern Zone,-1,NO,50386
NEWACCOUNT-36.09223835170269,36.09223835,-0.295188201,Southern Zone,-1,NO,50387
NEWACCOUNT-36.092239022254944,36.09223902,-0.291344311,Southern Zone,-1,NO,50388
NEWACCOUNT-36.0922447219491,36.09224472,-0.292331686,Southern Zone,-1,NO,50389
NEWACCOUNT-36.092257127165794,36.09225713,-0.299010968,Southern Zone,-1,NO,50390
NEWACCOUNT-36.0922658443451,36.09226584,-0.295191554,Southern Zone,-1,NO,50397
NEWACCOUNT-36.0922671854496,36.09226719,-0.287771654,Southern Zone,-1,NO,50398
NEWACCOUNT-36.09226953238248,36.09226953,-0.292606609,Southern Zone,-1,NO,50399
NEWACCOUNT-36.09227757900953,36.09227758,-0.272945251,Northern Zone,-1,NO,50401
NEWACCOUNT-36.092281602323055,36.0922816,-0.29347731,Southern Zone,-1,NO,50402
NEWACCOUNT-36.09228529036045,36.09228529,-0.29377939,Southern Zone,-1,NO,50405
NEWACCOUNT-36.092294342815876,36.09229434,-0.296120592,Southern Zone,-1,NO,50407
NEWACCOUNT-36.09229937195778,36.09229937,-0.299135354,Southern Zone,-1,NO,50408
NEWACCOUNT-36.092301718890674,36.09230172,-0.29583427,Southern Zone,-1,NO,50410
NEWACCOUNT-36.092306077480316,36.09230608,-0.289011825,Southern Zone,-1,NO,50412
NEWACCOUNT-36.092311441898346,36.09231144,-0.293429366,Southern Zone,-1,NO,50413
NEWACCOUNT-36.09231311827898,36.09231312,-0.296045826,Southern Zone,-1,NO,50414
NEWACCOUNT-36.09232887625694,36.09232888,-0.289269649,Southern Zone,-1,NO,50419
NEWACCOUNT-36.09232921153307,36.09232921,-0.294505924,Southern Zone,-1,NO,50420
NEWACCOUNT-36.09232921153307,36.09232921,-0.272926476,Northern Zone,-1,NO,50421
NEWACCOUNT-36.092330887913704,36.09233089,-0.295455078,Southern Zone,-1,NO,50422
NEWACCOUNT-36.09233155846596,36.09233156,-0.287869889,Southern Zone,-1,NO,50423
NEWACCOUNT-36.09234932810068,36.09234933,-0.274155584,Northern Zone,-1,NO,50430
NEWACCOUNT-36.09235066920519,36.09235067,-0.270812248,Northern Zone,-1,NO,50432
NEWACCOUNT-36.09235771000385,36.09235771,-0.288303395,Southern Zone,-1,NO,50434
NEWACCOUNT-36.09235938638449,36.09235939,-0.294134442,Southern Zone,-1,NO,50435
NEWACCOUNT-36.09236005693674,36.09236006,-0.288237012,Southern Zone,-1,NO,50436
NEWACCOUNT-36.092370450496674,36.09237045,-0.287346529,Southern Zone,-1,NO,50438
NEWACCOUNT-36.09237380325794,36.0923738,-0.290068602,Southern Zone,-1,NO,50439
NEWACCOUNT-36.09237514436244,36.09237514,-0.29622989,Southern Zone,-1,NO,50440
NEWACCOUNT-36.09238754957914,36.09238755,-0.289644483,Southern Zone,-1,NO,50442
NEWACCOUNT-36.092401295900345,36.0924013,-0.288262157,Southern Zone,-1,NO,50443
NEWACCOUNT-36.09240431338549,36.09240431,-0.287374022,Southern Zone,-1,NO,50444
NEWACCOUNT-36.09240531921386,36.09240532,-0.29412472,Southern Zone,-1,NO,50445
NEWACCOUNT-36.09240531921386,36.09240532,-0.293253348,Southern Zone,-1,NO,50446
NEWACCOUNT-36.092406660318375,36.09240666,-0.299452186,Southern Zone,-1,NO,50447
NEWACCOUNT-36.09241906553507,36.09241907,-0.293783078,Southern Zone,-1,NO,50449
NEWACCOUNT-36.092419400811195,36.0924194,-0.287271093,Southern Zone,-1,NO,50450
NEWACCOUNT-36.09241973608732,36.09241974,-0.288274562,Southern Zone,-1,NO,50451
NEWACCOUNT-36.092428117990494,36.09242812,-0.293706301,Southern Zone,-1,NO,50452
NEWACCOUNT-36.09244018793106,36.09244019,-0.291421423,Southern Zone,-1,NO,50456
NEWACCOUNT-36.092442870140076,36.09244287,-0.294765424,Southern Zone,-1,NO,50457
NEWACCOUNT-36.09244957566261,36.09244958,-0.294177693,Southern Zone,-1,NO,50458
NEWACCOUNT-36.092465333640575,36.09246533,-0.272581145,Northern Zone,-1,NO,50461
NEWACCOUNT-36.09247472137213,36.09247472,-0.293210098,Southern Zone,-1,NO,50462
NEWACCOUNT-36.09248511493206,36.09248511,-0.291252447,Southern Zone,-1,NO,50463
NEWACCOUNT-36.09249550849199,36.09249551,-0.291345652,Southern Zone,-1,NO,50465
NEWACCOUNT-36.09251294285059,36.09251294,-0.290833021,Southern Zone,-1,NO,50472
NEWACCOUNT-36.09251361340284,36.09251361,-0.294639362,Southern Zone,-1,NO,50473
NEWACCOUNT-36.09252769500017,36.0925277,-0.291746972,Southern Zone,-1,NO,50477
NEWACCOUNT-36.0925280302763,36.09252803,-0.291779158,Southern Zone,-1,NO,50478
NEWACCOUNT-36.09252903610468,36.09252904,-0.29509969,Southern Zone,-1,NO,50479
NEWACCOUNT-36.09253339469433,36.09253339,-0.296376069,Southern Zone,-1,NO,50481
NEWACCOUNT-36.09254043549299,36.09254044,-0.288628609,Southern Zone,-1,NO,50482
NEWACCOUNT-36.092543117702014,36.09254312,-0.290891694,Southern Zone,-1,NO,50483
NEWACCOUNT-36.09254814684392,36.09254815,-0.269871139,Northern Zone,-1,NO,50484
NEWACCOUNT-36.09254915267229,36.09254915,-0.287372345,Southern Zone,-1,NO,50485
NEWACCOUNT-36.09255217015743,36.09255217,-0.274658492,Northern Zone,-1,NO,50486
NEWACCOUNT-36.092552840709686,36.09255284,-0.289661582,Southern Zone,-1,NO,50487
NEWACCOUNT-36.092554181814194,36.09255418,-0.295092314,Southern Zone,-1,NO,50488
NEWACCOUNT-36.09255753457547,36.09255753,-0.296271464,Southern Zone,-1,NO,50490
NEWACCOUNT-36.09256323426962,36.09256323,-0.269903325,Northern Zone,-1,NO,50491
NEWACCOUNT-36.09256826341152,36.09256826,-0.284156752,Southern Zone,-1,NO,50494
NEWACCOUNT-36.092568933963776,36.09256893,-0.29319937,Southern Zone,-1,NO,50495
NEWACCOUNT-36.09257061034441,36.09257061,-0.292673328,Southern Zone,-1,NO,50496
NEWACCOUNT-36.09257061034441,36.09257061,-0.288680241,Southern Zone,-1,NO,50497
NEWACCOUNT-36.0925729572773,36.09257296,-0.272610984,Northern Zone,-1,NO,50498
NEWACCOUNT-36.09260212630033,36.09260213,-0.29461321,Southern Zone,-1,NO,50509
NEWACCOUNT-36.092604137957096,36.09260414,-0.293830686,Southern Zone,-1,NO,50510
NEWACCOUNT-36.09260983765125,36.09260984,-0.290880965,Southern Zone,-1,NO,50511
NEWACCOUNT-36.0926128551364,36.09261286,-0.294219266,Southern Zone,-1,NO,50512
NEWACCOUNT-36.09261754900217,36.09261755,-0.296189658,Southern Zone,-1,NO,50514
NEWACCOUNT-36.09262693673372,36.09262694,-0.294126396,Southern Zone,-1,NO,50515
NEWACCOUNT-36.092634312808514,36.09263431,-0.299190003,Southern Zone,-1,NO,50518
NEWACCOUNT-36.092638000845916,36.092638,-0.27251912,Northern Zone,-1,NO,50519
NEWACCOUNT-36.092638336122036,36.09263834,-0.284662007,Southern Zone,-1,NO,50520
NEWACCOUNT-36.09264504164457,36.09264504,-0.287395814,Southern Zone,-1,NO,50522
NEWACCOUNT-36.09266012907028,36.09266013,-0.294175681,Southern Zone,-1,NO,50524
NEWACCOUNT-36.09267085790634,36.09267086,-0.293858179,Southern Zone,-1,NO,50529
NEWACCOUNT-36.09272852540016,36.09272853,-0.2941616,Southern Zone,-1,NO,50536
NEWACCOUNT-36.092740930616856,36.09274093,-0.287308979,Southern Zone,-1,NO,50538
NEWACCOUNT-36.09276372939348,36.09276373,-0.292073192,Southern Zone,-1,NO,50542
NEWACCOUNT-36.092777475714676,36.09277748,-0.293338507,Southern Zone,-1,NO,50543
NEWACCOUNT-36.09277781099081,36.09277781,-0.288848883,Southern Zone,-1,NO,50544
NEWACCOUNT-36.09278183430433,36.09278183,-0.293418973,Southern Zone,-1,NO,50547
NEWACCOUNT-36.09278351068497,36.09278351,-0.292371584,Southern Zone,-1,NO,50548
NEWACCOUNT-36.092786863446236,36.09278686,-0.294181381,Southern Zone,-1,NO,50549
NEWACCOUNT-36.09279725700617,36.09279726,-0.292069839,Southern Zone,-1,NO,50551
NEWACCOUNT-36.09280597418547,36.09280597,-0.29324329,Southern Zone,-1,NO,50552
NEWACCOUNT-36.09281234443188,36.09281234,-0.289565694,Southern Zone,-1,NO,50553
NEWACCOUNT-36.09281301498413,36.09281301,-0.2720028,Northern Zone,-1,NO,50554
NEWACCOUNT-36.092813685536385,36.09281369,-0.288538086,Southern Zone,-1,NO,50556
NEWACCOUNT-36.09281737357378,36.09281737,-0.292356161,Southern Zone,-1,NO,50557
NEWACCOUNT-36.09282575547695,36.09282576,-0.294780846,Southern Zone,-1,NO,50560
NEWACCOUNT-36.09283145517111,36.09283146,-0.293220157,Southern Zone,-1,NO,50561
NEWACCOUNT-36.09283581376076,36.09283581,-0.28401862,Southern Zone,-1,NO,50563
NEWACCOUNT-36.092842519283295,36.09284252,-0.290232885,Southern Zone,-1,NO,50566
NEWACCOUNT-36.092868000268936,36.092868,-0.290497414,Southern Zone,-1,NO,50570
NEWACCOUNT-36.09288141131401,36.09288141,-0.293937638,Southern Zone,-1,NO,50571
NEWACCOUNT-36.09288912266493,36.09288912,-0.271907583,Northern Zone,-1,NO,50574
NEWACCOUNT-36.09289012849331,36.09289013,-0.271923341,Northern Zone,-1,NO,50576
NEWACCOUNT-36.092890463769436,36.09289046,-0.288952482,Southern Zone,-1,NO,50577
NEWACCOUNT-36.09289113432169,36.09289113,-0.290354253,Southern Zone,-1,NO,50578
NEWACCOUNT-36.09290286898613,36.09290287,-0.289222711,Southern Zone,-1,NO,50581
NEWACCOUNT-36.092905551195145,36.09290555,-0.290653986,Southern Zone,-1,NO,50582
NEWACCOUNT-36.092911921441555,36.09291192,-0.289187507,Southern Zone,-1,NO,50583
NEWACCOUNT-36.09292063862085,36.09292064,-0.298502361,Southern Zone,-1,NO,50584
NEWACCOUNT-36.09292667359114,36.09292667,-0.287401849,Southern Zone,-1,NO,50585
NEWACCOUNT-36.092933379113674,36.09293338,-0.293938644,Southern Zone,-1,NO,50587
NEWACCOUNT-36.09293404966593,36.09293405,-0.271123716,Northern Zone,-1,NO,50588
NEWACCOUNT-36.09293673187494,36.09293673,-0.290832016,Southern Zone,-1,NO,50590
NEWACCOUNT-36.09294846653938,36.09294847,-0.287364969,Southern Zone,-1,NO,50592
NEWACCOUNT-36.092955842614174,36.09295584,-0.289660241,Southern Zone,-1,NO,50593
NEWACCOUNT-36.09295818954706,36.09295819,-0.284128254,Southern Zone,-1,NO,50594
NEWACCOUNT-36.09296724200249,36.09296724,-0.289679016,Southern Zone,-1,NO,50596
NEWACCOUNT-36.09299574047327,36.09299574,-0.298340425,Southern Zone,-1,NO,50598
NEWACCOUNT-36.09302323311567,36.09302323,-0.29321211,Southern Zone,-1,NO,50605
NEWACCOUNT-36.09302558004856,36.09302558,-0.298134904,Southern Zone,-1,NO,50606
NEWACCOUNT-36.0930322855711,36.09303229,-0.289182143,Southern Zone,-1,NO,50609
NEWACCOUNT-36.093041338026524,36.09304134,-0.298620377,Southern Zone,-1,NO,50611
NEWACCOUNT-36.09307620674372,36.09307621,-0.293242284,Southern Zone,-1,NO,50617
NEWACCOUNT-36.093076542019844,36.09307654,-0.288876375,Southern Zone,-1,NO,50618
NEWACCOUNT-36.09307922422886,36.09307922,-0.284660331,Southern Zone,-1,NO,50619
NEWACCOUNT-36.09307989478111,36.09307989,-0.292927129,Southern Zone,-1,NO,50620
NEWACCOUNT-36.09309162944555,36.09309163,-0.292449367,Southern Zone,-1,NO,50621
NEWACCOUNT-36.09309229999781,36.0930923,-0.289838941,Southern Zone,-1,NO,50622
NEWACCOUNT-36.09310269355774,36.09310269,-0.288157887,Southern Zone,-1,NO,50624
NEWACCOUNT-36.093104369938374,36.09310437,-0.28410445,Southern Zone,-1,NO,50625
NEWACCOUNT-36.09311208128929,36.09311208,-0.284385408,Southern Zone,-1,NO,50627
NEWACCOUNT-36.09311442822218,36.09311443,-0.284428322,Southern Zone,-1,NO,50628
NEWACCOUNT-36.09313823282719,36.09313823,-0.270707643,Northern Zone,-1,NO,50631
NEWACCOUNT-36.09315901994705,36.09315902,-0.289244839,Southern Zone,-1,NO,50634
NEWACCOUNT-36.09315935522318,36.09315936,-0.290470257,Southern Zone,-1,NO,50635
NEWACCOUNT-36.0931633785367,36.09316338,-0.290281499,Southern Zone,-1,NO,50636
NEWACCOUNT-36.09316673129798,36.09316673,-0.290402532,Southern Zone,-1,NO,50639
NEWACCOUNT-36.09316740185022,36.0931674,-0.271337285,Northern Zone,-1,NO,50641
NEWACCOUNT-36.09317276626825,36.09317277,-0.288481425,Southern Zone,-1,NO,50642
NEWACCOUNT-36.09317377209664,36.09317377,-0.287316355,Southern Zone,-1,NO,50643
NEWACCOUNT-36.093183159828186,36.09318316,-0.289902307,Southern Zone,-1,NO,50645
NEWACCOUNT-36.09318416565657,36.09318417,-0.271537442,Northern Zone,-1,NO,50646
NEWACCOUNT-36.093236804008484,36.0932368,-0.289414822,Southern Zone,-1,NO,50656
NEWACCOUNT-36.09324485063553,36.09324485,-0.290761273,Southern Zone,-1,NO,50658
NEWACCOUNT-36.093246191740036,36.09324619,-0.284075951,Southern Zone,-1,NO,50660
NEWACCOUNT-36.09325893223286,36.09325893,-0.289456731,Southern Zone,-1,NO,50661
NEWACCOUNT-36.09327636659145,36.09327637,-0.28437602,Southern Zone,-1,NO,50663
NEWACCOUNT-36.09329514205456,36.09329514,-0.28837682,Southern Zone,-1,NO,50667
NEWACCOUNT-36.09329681843519,36.09329682,-0.288985003,Southern Zone,-1,NO,50668
NEWACCOUNT-36.09329782426357,36.09329782,-0.284430334,Southern Zone,-1,NO,50669
NEWACCOUNT-36.093314588069916,36.09331459,-0.289178455,Southern Zone,-1,NO,50672
NEWACCOUNT-36.09331760555506,36.09331761,-0.291933719,Southern Zone,-1,NO,50673
NEWACCOUNT-36.09332296997309,36.09332297,-0.29245339,Southern Zone,-1,NO,50674
NEWACCOUNT-36.093341410160065,36.09334141,-0.292464454,Southern Zone,-1,NO,50675
NEWACCOUNT-36.093360520899296,36.09336052,-0.292005467,Southern Zone,-1,NO,50678
NEWACCOUNT-36.09343562275171,36.09343562,-0.289726624,Southern Zone,-1,NO,50690
NEWACCOUNT-36.09346780925989,36.09346781,-0.28406824,Southern Zone,-1,NO,50691
NEWACCOUNT-36.09346982091665,36.09346982,-0.289740035,Southern Zone,-1,NO,50692
NEWACCOUNT-36.093484573066235,36.09348457,-0.293185288,Southern Zone,-1,NO,50694
NEWACCOUNT-36.09348490834237,36.09348491,-0.273977554,Northern Zone,-1,NO,50695
NEWACCOUNT-36.09351474791765,36.09351475,-0.293238596,Southern Zone,-1,NO,50700
NEWACCOUNT-36.093531511723995,36.09353151,-0.289603915,Southern Zone,-1,NO,50704
NEWACCOUNT-36.09353452920914,36.09353453,-0.293152432,Southern Zone,-1,NO,50705
NEWACCOUNT-36.09355095773936,36.09355096,-0.288312112,Southern Zone,-1,NO,50710
NEWACCOUNT-36.09356034547091,36.09356035,-0.292725295,Southern Zone,-1,NO,50713
NEWACCOUNT-36.09358850866556,36.09358851,-0.288392242,Southern Zone,-1,NO,50716
NEWACCOUNT-36.093608625233166,36.09360863,-0.287849437,Southern Zone,-1,NO,50718
NEWACCOUNT-36.09363343566656,36.09363344,-0.287874247,Southern Zone,-1,NO,50720
NEWACCOUNT-36.09363544732332,36.09363545,-0.289017189,Southern Zone,-1,NO,50721
NEWACCOUNT-36.09366696327925,36.09366696,-0.289039317,Southern Zone,-1,NO,50725
NEWACCOUNT-36.09368238598108,36.09368239,-0.289676334,Southern Zone,-1,NO,50727
NEWACCOUNT-36.09369244426489,36.09369244,-0.243939803,OUTSIDE,-1,NO,50728
NEWACCOUNT-36.0936988145113,36.09369881,-0.288958852,Southern Zone,-1,NO,50731
NEWACCOUNT-36.093807108700275,36.09380711,-0.291290667,Southern Zone,-1,NO,50746
NEWACCOUNT-36.093812473118305,36.09381247,-0.292226746,Southern Zone,-1,NO,50747
NEWACCOUNT-36.09382387250662,36.09382387,-0.291206514,Southern Zone,-1,NO,50748
NEWACCOUNT-36.09383661299944,36.09383661,-0.292458084,Southern Zone,-1,NO,50749
NEWACCOUNT-36.09383728355169,36.09383728,-0.291264516,Southern Zone,-1,NO,50751
NEWACCOUNT-36.09384264796973,36.09384265,-0.293526595,Southern Zone,-1,NO,50752
NEWACCOUNT-36.09386444091796,36.09386444,-0.271932393,Northern Zone,-1,NO,50754
NEWACCOUNT-36.09387181699276,36.09387182,-0.293545705,Southern Zone,-1,NO,50755
NEWACCOUNT-36.09390400350094,36.093904,-0.293108846,Southern Zone,-1,NO,50758
NEWACCOUNT-36.09393484890461,36.09393485,-0.270012623,Northern Zone,-1,NO,50759
NEWACCOUNT-36.0939697176218,36.09396972,-0.292173773,Southern Zone,-1,NO,50768
NEWACCOUNT-36.09397206455469,36.09397206,-0.289356484,Southern Zone,-1,NO,50769
NEWACCOUNT-36.093979105353355,36.09397911,-0.292179138,Southern Zone,-1,NO,50770
NEWACCOUNT-36.093991845846176,36.09399185,-0.288583683,Southern Zone,-1,NO,50771
NEWACCOUNT-36.09400123357773,36.09400123,-0.288575636,Southern Zone,-1,NO,50773
NEWACCOUNT-36.094007939100266,36.09400794,-0.292235128,Southern Zone,-1,NO,50774
NEWACCOUNT-36.09401028603315,36.09401029,-0.28687212,Southern Zone,-1,NO,50775
NEWACCOUNT-36.09401062130928,36.09401062,-0.293614101,Southern Zone,-1,NO,50776
NEWACCOUNT-36.09402168542146,36.09402169,-0.284575507,Southern Zone,-1,NO,50777
NEWACCOUNT-36.094046495854855,36.0940465,-0.287767296,Southern Zone,-1,NO,50782
NEWACCOUNT-36.09407398849726,36.09407399,-0.271539454,Northern Zone,-1,NO,50788
NEWACCOUNT-36.094083711504936,36.09408371,-0.286817135,Southern Zone,-1,NO,50789
NEWACCOUNT-36.094088070094585,36.09408807,-0.288441192,Southern Zone,-1,NO,50790
NEWACCOUNT-36.094098798930645,36.0940988,-0.29298379,Southern Zone,-1,NO,50792
NEWACCOUNT-36.09410014003515,36.09410014,-0.291934725,Southern Zone,-1,NO,50793
NEWACCOUNT-36.09411422163249,36.09411422,-0.288404648,Southern Zone,-1,NO,50794
NEWACCOUNT-36.09412729740143,36.0941273,-0.290362635,Southern Zone,-1,NO,50796
NEWACCOUNT-36.09413601458073,36.09413601,-0.27208226,Northern Zone,-1,NO,50797
NEWACCOUNT-36.09413769096136,36.09413769,-0.289627384,Southern Zone,-1,NO,50798
NEWACCOUNT-36.09415244311094,36.09415244,-0.293599684,Southern Zone,-1,NO,50799
NEWACCOUNT-36.09416048973799,36.09416049,-0.2868111,Southern Zone,-1,NO,50800
NEWACCOUNT-36.094174571335316,36.09417457,-0.272317621,Northern Zone,-1,NO,50802
NEWACCOUNT-36.094186305999756,36.09418631,-0.286417826,Southern Zone,-1,NO,50803
NEWACCOUNT-36.09419770538807,36.09419771,-0.286402739,Southern Zone,-1,NO,50805
NEWACCOUNT-36.094198375940316,36.09419838,-0.290322067,Southern Zone,-1,NO,50806
NEWACCOUNT-36.094208769500256,36.09420877,-0.285834453,Southern Zone,-1,NO,50808
NEWACCOUNT-36.094215139746666,36.09421514,-0.286409109,Southern Zone,-1,NO,50809
NEWACCOUNT-36.09422352164983,36.09422352,-0.271853269,Northern Zone,-1,NO,50810
NEWACCOUNT-36.094227209687226,36.09422721,-0.288972598,Southern Zone,-1,NO,50811
NEWACCOUNT-36.09423693269491,36.09423693,-0.291221937,Southern Zone,-1,NO,50813
NEWACCOUNT-36.09424598515034,36.09424599,-0.242993327,OUTSIDE,-1,NO,50815
NEWACCOUNT-36.09425537288189,36.09425537,-0.285889102,Southern Zone,-1,NO,50816
NEWACCOUNT-36.09425872564316,36.09425873,-0.272191559,Northern Zone,-1,NO,50818
NEWACCOUNT-36.09428822994232,36.09428823,-0.293455182,Southern Zone,-1,NO,50820
NEWACCOUNT-36.09429929405451,36.09429929,-0.285645024,Southern Zone,-1,NO,50821
NEWACCOUNT-36.09430633485317,36.09430633,-0.287492037,Southern Zone,-1,NO,50823
NEWACCOUNT-36.09430767595767,36.09430768,-0.287562109,Southern Zone,-1,NO,50824
NEWACCOUNT-36.09430968761444,36.09430969,-0.293905787,Southern Zone,-1,NO,50825
NEWACCOUNT-36.09431974589824,36.09431975,-0.286882848,Southern Zone,-1,NO,50826
NEWACCOUNT-36.0943204164505,36.09432042,-0.287658668,Southern Zone,-1,NO,50827
NEWACCOUNT-36.094321087002754,36.09432109,-0.28686642,Southern Zone,-1,NO,50828
NEWACCOUNT-36.09432276338339,36.09432276,-0.29250301,Southern Zone,-1,NO,50829
NEWACCOUNT-36.09432544559241,36.09432545,-0.285672852,Southern Zone,-1,NO,50830
NEWACCOUNT-36.09433650970459,36.09433651,-0.286047351,Southern Zone,-1,NO,50832
NEWACCOUNT-36.09434690326452,36.0943469,-0.28552265,Southern Zone,-1,NO,50833
NEWACCOUNT-36.09435059130192,36.09435059,-0.283707488,Southern Zone,-1,NO,50834
NEWACCOUNT-36.094350926578045,36.09435093,-0.29355107,Southern Zone,-1,NO,50835
NEWACCOUNT-36.094350926578045,36.09435093,-0.287377039,Southern Zone,-1,NO,50836
NEWACCOUNT-36.09435226768255,36.09435227,-0.285510916,Southern Zone,-1,NO,50837
NEWACCOUNT-36.09435930848121,36.09435931,-0.286445654,Southern Zone,-1,NO,50838
NEWACCOUNT-36.0943603143096,36.09436031,-0.286932469,Southern Zone,-1,NO,50839
NEWACCOUNT-36.094430051743984,36.09443005,-0.289179796,Southern Zone,-1,NO,50851
NEWACCOUNT-36.09443038702011,36.09443039,-0.286467782,Southern Zone,-1,NO,50852
NEWACCOUNT-36.09443809837103,36.0944381,-0.293771008,Southern Zone,-1,NO,50856
